22:41:40	
x,y,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
108,-142,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
135,-211,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
97,-157,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
143,-215,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
94,-178,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
155,-205,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
90,-194,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
162,-186,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
87,-200,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
165,-168,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
93,-193,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
160,-154,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
100,-182,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
147,-143,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
109,-181,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
130,-138,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
123,-193,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
113,-141,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
132,-208,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
98,-152,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
138,-217,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
94,-171,
