22:42:50	
x,y,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
165,-178,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
150,-115,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
178,-140,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
136,-90,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
181,-108,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
120,-80,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
173,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
108,-96,
165,-112,
165,-112,
165,-112,
165,-112,
165,-112,
165,-112,
165,-112,
165,-112,
